sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;linea_de_credito
Masculino;servicio;mantenimiento en ;GRANIZAL;2;1.0;2/03/2016;6800000;microempresarial
Masculino;agropecuaria;criadero de animales ;cabecera san cristobal;1;60.0;14/06/2016;5000000;agropecuaria
Femenino;comercio;almacen de ropa en ;san pablo;2;1.0;21/03/2017;5000000;microempresarial
Femenino;servicio;comidas rapidas;nuevos conquistadores;1;13.0;10/05/2018;5000000;microempresarial
Femenino;comercio;variedades;ENCISO;1;8.0;27/11/2017;4200000;microempresarial
Femenino;comercio;tienda;boston;3;10.0;14/02/2018;$ 7,800,000.00;microempresarial
Femenino;industria;fabrica de ;BELEN;3;16.0;26/09/2017;5000000;microempresarial
Masculino;industria;fabrica de calzado;robledo;2;7.0;16/03/2018;7800000;microempresarial
Femenino;comercio;fabrica de alimentos;campo valdes no. 1;3;4.0;1/02/2017;7000000;microempresarial
Femenino;comercio;charcuteria;aranjuez;3;4.0;1/09/2016;6000000;microempresarial
Masculino;comercio;restaurante;miranda;2;4.0;11/10/2018;6000000;microempresarial
Masculino;agropecuaria;criadero de animales ;popular;1;1.0;15/02/2018;5000000;microempresarial
Masculino;comercio;fabrica de ;barrio caicedo;2;9.0;23/01/2017;5000000;microempresarial
Masculino;industria;fabrica de ;robledo;3;7.0;3/10/2018;5000000;microempresarial
Femenino;industria;fabrica de muebles;cabecera san cristobal;3;60.0;20/09/2017;7000000;microempresarial
Masculino;COMERCIO;fabrica de alimentos;santa monica;2;12.0;15/03/2018;$ 7,800,000.00;microempresarial
Femenino;servicio;productos de belleza;la america;3;12.0;5/09/2016;6890000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;19/08/2016;$ 6,890,000.00;microempresarial
Femenino;comercio;variedades;santa cruz;2;2.0;3/05/2018;7800000;microempresarial
Masculino;comercio;comidas rapidas;guayabal;2;15.0;8/06/2018;7800000;microempresarial
Masculino;industria;fabrica de ;santander;2;6.0;9/07/2018;$ 4,000,000.00;microempresarial
Femenino;comercio;ferreteria;manrique central no. 1;2;4.0;19/05/2017;7377000;Microempresarial
Femenino;comercio;variedades;ROBLEDO;3;7.0;5/02/2018;5000000;microempresarial
Femenino;comercio;variedades;Cordoba;3;7.0;24/10/2017;7300000;microempresarial
Femenino;industria;fabrica de ;villa hermosa;3;8.0;27/03/2017;3500000;microempresarial
Femenino;comercio;variedades;alfonso lopez;3;5.0;21/05/2018;6000000;microempresarial
Femenino;industria;fabrica de ;picacho;2;6.0;29/11/2017;7300000;microempresarial
Masculino;servicio;barberia;villa niza;2;2.0;2/10/2017;7347000;microempresarial
Femenino;comercio;comidas rapidas;cabecera san antonio ;1;80.0;14/11/2018;3880000;microempresarial
Femenino;servicio;peluqueria;playon de los ;2;2.0;5/07/2018;6000000;microempresarial
Femenino;comercio;charcuteria;pablo vi;2;2.0;27/03/2017;2000000;microempresarial
Masculino;industria;fabrica de muebles;buenos aires;2;9.0;29/03/2017;7300000;microempresarial
Masculino;COMERCIO;mantenimiento en ;pedregal;3;6.0;27/08/2018;5000000;microempresarial
Femenino;comercio;recreativo-educativo;campo valdes no. 1;2;4.0;30/01/2018;6000000;microempresarial
Femenino;industria;fabrica de ;20 de julio;1;13.0;21/03/2018;7000000;microempresarial
Masculino;comercio;drogueria;Moravia;2;4.0;18/02/2019;7800000;microempresarial
Masculino;agropecuaria;fabrica de alimentos;cabecera san antonio ;2;80.0;14/09/2018;17000000;microempresarial
Femenino;servicio;productos de belleza;la floresta;3;12.0;5/02/2016;6000000;microempresarial
Masculino;servicio;comidas rapidas;belencito;2;13.0;20/02/2019;2500000;microempresarial
Femenino;servicio;fabrica de ;Manrique Central No. 2;2;3.0;1/02/2018;7800000;microempresarial
Femenino;industria;fabrica de calzado;el salvador;2;9.0;7/02/2018;7800000;microempresarial
Masculino;comercio;distribuidora de ;llanaditas;1;8.0;17/08/2018;3500000;microempresarial
Masculino;servicio;mantenimiento en ;belencito;2;13.0;5/02/2018;4000000;microempresarial
Femenino;servicio;drogueria;castilla;3;5.0;3/10/2017;7000000;microempresarial
Femenino;servicio;peluqueria;santa lucia;3;12.0;26/05/2017;7370000;microempresarial
Femenino;industria;fabrica de ;la esperanza;1;6.0;9/02/2018;$ 7,800,000.00;microempresarial
Femenino;servicio;lavanderia;san javier no.1;1;13.0;1/09/2016;5000000;microempresarial
Femenino;comercio;variedades;santa rosa de lima;2;13.0;28/05/2018;5000000;microempresarial
Masculino;comercio;fabrica de ;el salvador;3;9.0;22/11/2017;7000000;microempresarial
Femenino;comercio;charcuteria;robledo;1;7.0;12/10/2016;6890000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;1;3.0;2/08/2016;2000000;microempresarial
Femenino;comercio;miscelanea;la sierra;2;8.0;26/07/2018;$ 7,800,000.00;microempresarial
Femenino;servicio;restaurante;el salvador;3;9.0;11/10/2018;7000000;microempresarial
Masculino;comercio;panaderia;andalucia;2;2.0;13/02/2018;7800000;microempresarial
Masculino;comercio;fabrica de alimentos;villa hermosa;3;8.0;28/05/2018;7800000;microempresarial
Femenino;industria;fabrica de ;el salvador;3;9.0;2/02/2016;5000000;microempresarial
Masculino;servicio;cafe e internet;buenos aires;3;9.0;22/08/2018;2500000;microempresarial
Femenino;comercio;tienda;robledo;2;7.0;24/10/2018;5000000;microempresarial
Femenino;comercio;variedades;santander;2;6.0;14/11/2017;7370000;microempresarial
Femenino;comercio;restaurante;sucre;1;8.0;13/10/2017;3000000;microempresarial
Femenino;servicio;variedades;manrique central no. 1;1;4.0;23/10/2017;700000;microempresarial
Femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;18/10/2018;4000000;microempresarial
Masculino;agropecuaria;criadero de animales ;cabecera san antonio ;2;80.0;11/10/2016;13700000;agropecuaria
Masculino;servicio;mantenimiento en ;castilla;3;5.0;14/08/2018;7000000;microempresarial
Femenino;comercio;tienda;aranjuez;3;4.0;5/09/2017;3000000;microempresarial
Femenino;servicio;productos de belleza;SANTA CRUZ;2;2.0;19/03/2019;8000000;microempresarial
Femenino;comercio;comidas rapidas;guayabal;3;15.0;26/10/2017;7000000;microempresarial
Masculino;comercio;charcuteria;las violetas;2;16.0;17/04/2018;7800000;microempresarial
Femenino;comercio;distribuidora de ;barrio caicedo;1;9.0;18/12/2018;2500000;microempresarial
Femenino;servicio;variedades;manrique central no. 1;1;4.0;8/09/2017;3000000;microempresarial
Femenino;industria;fabrica de ;andalucia;2;2.0;1/06/2016;6890000;microempresarial
Femenino;industria;fabrica de ;altavista;1;70.0;26/04/2017;7370000;microempresarial
Femenino;comercio;restaurante;belen;2;16.0;20/02/2018;2500000;microempresarial
Masculino;comercio;comidas rapidas;florencia;3;5.0;3/10/2018;7800000;microempresarial
Masculino;servicio;taller de mecanica;cabecera san antonio ;3;80.0;18/07/2017;7000000;microempresarial
Femenino;comercio;almacen de ropa en ;toscana;2;5.0;6/06/2019;8000000;microempresarial
Femenino;INDUSTRIA;fabrica de ;robledo;3;7.0;25/04/2018;1100000;microempresarial
Femenino;comercio;variedades;el salvador;3;9.0;24/05/2018;3000000;microempresarial
Femenino;servicio;peluqueria;girardot;3;5.0;23/03/2018;3000000;microempresarial
Femenino;comercio;miscelanea;calasanz;3;12.0;24/09/2018;7000000;microempresarial
Masculino;servicio;fabrica de calzado;santa cruz;2;2.0;7/12/2018;7800000;microempresarial
Femenino;industria;panaderia;moravia;2;4.0;31/05/2016;6890000;microempresarial
Femenino;servicio;variedades;ALTAVISTA;1;70.0;25/08/2016;6000000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;19/08/2016;6890000;microempresarial
Masculino;industria;fabrica de ;20 de julio;1;13.0;14/12/2018;7800000;microempresarial
Masculino;servicio;peluqueria;moravia;2;4.0;23/08/2018;2296739;microempresarial
Femenino;industria;fabrica de calzado;manrique central no. 1;2;4.0;11/07/2017;7377000;microempresarial
Femenino;servicio;mantenimiento en ;villa hermosa;2;8.0;9/02/2018;5000000;microempresarial
Masculino;comercio;variedades;buenos aires;2;9.0;24/11/2017;$ 7,300,000.00;microempresarial
Masculino;servicio;floristeria;bombona no.1;3;10.0;25/04/2017;7300000;microempresarial
Femenino;comercio;cafeteria;santo domingo savio ;2;1.0;13/07/2016;4000000;microempresarial
Masculino;industria;fabrica de ;san benito;3;10.0;1/06/2018;4400000;microempresarial
Femenino;servicio;papeleria;manrique central no. 1;2;4.0;1/11/2017;2000000;microempresarial
Masculino;comercio;mantenimiento en ;robledo;2;7.0;3/04/2018;5000000;microempresarial
Masculino;servicio;ferreteria;el salvador;3;9.0;1/11/2016;$ 6,800,000.00;microempresarial
Femenino;servicio;Peluqueria;SAN JAVIER NO.1;3;13.0;3/05/2017;3000000;microempresarial
Masculino;servicio;barberia;villa hermosa;3;8.0;24/05/2018;7000000;microempresarial
Masculino;comercio;comidas rapidas;santo domingo savio ;2;1.0;27/06/2018;7000000;microempresarial
Femenino;comercio;almacen de ropa en ;el vergel;2;80.0;12/08/2016;2500000;microempresarial
Femenino;industria;fabrica de ;aranjuez;2;4.0;24/05/2016;5000000;microempresarial
Femenino;comercio;tienda de helados;robledo;2;7.0;13/02/2018;7800000;microempresarial
Femenino;comercio;tienda;manrique oriental;2;3.0;17/08/2017;$ 7,000,000.00;microempresarial
Masculino;comercio;variedades;travesias;2;60.0;13/12/2018;5000000;microempresarial
Femenino;comercio;granero;florencia;3;5.0;24/07/2018;7800000;microempresarial
Masculino;comercio;variedades;buenos aires;3;9.0;3/06/2016;6890000;microempresarial
Masculino;servicio;Peluqueria;santa cruz;2;2.0;2/11/2017;7000000;microempresarial
Femenino;comercio;comidas rapidas;aranjuez;2;4.0;12/06/2018;2000000;microempresarial
Femenino;servicio;restaurante;barrio caicedo;1;9.0;10/05/2017;5000000;microempresarial
Masculino;servicio;taller de mecanica;palermo;2;4.0;11/12/2017;4000000;Microempresarial
Femenino;comercio;venta de calzado;robledo;2;7.0;11/10/2018;7800000;microempresarial
Femenino;industria;fabrica de ;llanaditas;3;10.0;7/11/2018;700000;microempresarial
Femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;27/09/2017;6000000;microempresarial
Masculino;servicio;publicidad y ;castilla;3;5.0;14/11/2017;7000000;microempresarial
Masculino;industria;fabrica de ;doce de octubre no. 1;2;6.0;8/08/2016;6800000;microempresarial
Femenino;comercio;variedades;santa cruz;1;2.0;20/06/2017;$ 7,300,000.00;Microempresarial
Femenino;industria;fabrica de ;la palma;2;16.0;22/06/2018;2500000;microempresarial
Masculino;comercio;taller de mecanica;robledo;3;7.0;28/06/2018;6000000;microempresarial
Femenino;servicio;restaurante;santa cruz;2;2.0;15/06/2018;3000000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;3/10/2016;6890000;microempresarial
Masculino;industria;fabrica de ;robledo;2;7.0;23/03/2018;2000000;microempresarial
Masculino;industria;fabrica de ;SANTA CRUZ;2;2.0;9/05/2018;3000000;microempresarial
Femenino;industria;variedades;la francia;2;2.0;25/08/2016;6800000;microempresarial
Femenino;comercio;fabrica de ;manrique central no. 1;2;4.0;18/01/2019;7000000;Microempresarial
Femenino;servicio;peluqueria;san benito;3;10.0;30/04/2018;6000000;microempresarial
Femenino;industria;fabrica de ;enciso;1;8.0;13/08/2018;6000000;microempresarial
Femenino;comercio;drogueria;santa cruz;2;2.0;28/09/2017;7377000;microempresarial
Masculino;comercio;tienda;santa elena central;2;90.0;18/05/2018;7800000;microempresarial
Masculino;comercio;granero;aranjuez;2;4.0;11/08/2017;7300000;microempresarial
Masculino;servicio;peluqueria;palmitas;2;50.0;8/06/2018;7800000;microempresarial
Masculino;comercio;variedades;la colina;2;15.0;5/03/2018;2000000;microempresarial
Femenino;comercio;variedades;santo domingo savio ;2;1.0;23/01/2018;4000000;microempresarial
Femenino;industria;fabrica de ;el socorro;2;13.0;17/04/2018;$ 7,800,000.00;Microempresarial
Masculino;industria;variedades;cabecera san antonio ;3;80.0;13/02/2018;3000000;Microempresarial
Femenino;industria;fabrica de ;san pablo;1;1.0;29/03/2016;5000000;microempresarial
Femenino;industria;fabrica de ;villa hermosa;3;8.0;25/07/2018;4000000;microempresarial
Femenino;comercio;variedades;barrio caicedo;2;9.0;5/06/2017;4000000;microempresarial
Masculino;servicio;barberia;robledo;2;7.0;27/02/2017;5000000;microempresarial
Femenino;servicio;peluqueria;san javier no.1;2;13.0;19/04/2016;6400000;microempresarial
Femenino;servicio;mantenimiento en ;robledo;2;7.0;1/11/2017;7377000;microempresarial
Femenino;comercio;miscelanea;san javier no.1;2;13.0;18/12/2017;7300000;microempresarial
Femenino;servicio;restaurante;cabecera san antonio ;2;80.0;2/11/2016;$ 6,800,000.00;microempresarial
Femenino;INDUSTRIA;fabrica de ;cabecera san antonio ;2;80.0;2/10/2017;6800000;microempresarial
Femenino;servicio;peluqueria;aranjuez;3;4.0;14/09/2017;5000000;microempresarial
Femenino;comercio;ferreteria;playon de los ;1;2.0;27/07/2017;$ 7,000,000.00;MICROEMPRESARIAL
Masculino;comercio;cafeteria;san pablo;1;1.0;20/12/2017;7000000;microempresarial
Femenino;comercio;comidas rapidas;belencito;2;13.0;19/04/2018;1500000;microempresarial
Femenino;comercio;variedades;robledo;3;7.0;24/09/2018;7812420;microempresarial
Femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;25/10/2018;7800000;microempresarial
Masculino;comercio;almacen de ropa en ;florencia;3;5.0;8/11/2016;6000000;microempresarial
Masculino;industria;fabrica de alimentos;la avanzada;1;1.0;20/11/2018;7800000;microempresarial
Femenino;servicio;taller de mecanica;alfonso lopez;3;5.0;7/02/2017;6000000;microempresarial
Femenino;COMERCIO;restaurante;la milagrosa;3;9.0;2/03/2018;4000000;microempresarial
Femenino;comercio;fabrica de alimentos;guayabal;3;15.0;26/11/2018;7000000;microempresarial
Femenino;servicio;productos de belleza;lopez de mesa;3;7.0;24/01/2018;7800000;microempresarial
Masculino;industria;distribuidora de ;robledo;3;7.0;18/08/2016;6890000;microempresarial
Femenino;comercio;tienda;LLANADITAS;1;8.0;18/06/2018;5000000;microempresarial
Femenino;comercio;tienda;aranjuez;2;4.0;20/04/2018;7800000;microempresarial
Femenino;comercio;variedades;cabecera san antonio ;2;80.0;22/02/2019;1000000;microempresarial
Femenino;industria;fabrica de ;Manrique Central No. 1;2;4.0;3/11/2016;6890000;microempresarial
Femenino;comercio;variedades;buenos aires;2;9.0;28/11/2017;7300000;microempresarial
Femenino;servicio;peluqueria;enciso;3;8.0;18/07/2018;7000000;microempresarial
Masculino;industria;fabrica de alimentos;villa hermosa;3;8.0;19/08/2016;28267000;empresarial ed. 
Masculino;servicio;comidas rapidas;manrique central no. 1;2;4.0;14/07/2017;3500000;Microempresarial
Femenino;industria;fabrica de calzado;pedregal;3;6.0;25/10/2018;7800000;microempresarial
Masculino;servicio;variedades;girardot;3;5.0;16/03/2017;7377000;microempresarial
Femenino;comercio;variedades;La Candelaria;2;10.0;9/02/2016;6890000;microempresarial
Femenino;comercio;variedades;tejelo;3;5.0;8/03/2017;7000000;microempresarial
Femenino;industria;peluqueria;san javier no.1;2;13.0;21/07/2016;5000000;microempresarial
Masculino;servicio;cafe e internet;san javier no.1;2;13.0;8/05/2017;7000000;microempresarial
Femenino;servicio;peluqueria;belencito;2;13.0;3/04/2018;7812000;microempresarial
Masculino;comercio;variedades;buenos aires;3;9.0;6/06/2018;7800000;microempresarial
Masculino;industria;fabrica de ;aranjuez;3;4.0;20/01/2017;7370000;microempresarial
Femenino;COMERCIO;fotografia;popular;2;1.0;4/11/2016;4000000;microempresarial
Femenino;industria;fabrica de ;enciso;1;8.0;28/09/2017;7377000;microempresarial
Masculino;industria;venta de calzado;moravia;2;4.0;21/03/2017;7000000;microempresarial
Masculino;industria;fabrica de ;campo valdes no. 1;3;4.0;7/06/2018;19500000;empresarial ed. 
Femenino;servicio;productos de belleza;santa lucia;2;12.0;15/09/2016;6000000;microempresarial
Femenino;comercio;variedades;doce de octubre no. 1;2;6.0;31/01/2018;3000000;microempresarial
Masculino;servicio;lavanderia;robledo;1;7.0;7/03/2017;7300000;microempresarial
Femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;25/07/2017;5000000;microempresarial
Femenino;comercio;variedades;robledo;2;7.0;5/12/2017;7377170;microempresarial
Femenino;comercio;papeleria;santa cruz;2;2.0;15/11/2016;1800000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;1;4.0;31/01/2018;3200000;microempresarial
Femenino;industria;fabrica de ;florencia;3;5.0;13/07/2018;3500000;microempresarial
Femenino;servicio;peluqueria;playon de los ;2;2.0;17/07/2017;7300000;microempresarial
Femenino;industria;fabrica de ;20 de julio;1;13.0;16/05/2018;5000000;microempresarial
Femenino;servicio;tienda;enciso;2;8.0;8/03/2017;2000000;microempresarial
Femenino;agropecuaria;criadero de animales ;san javier no.1;2;13.0;7/04/2016;4000000;microempresarial
Femenino;comercio;productos de belleza;buenos aires;2;9.0;30/06/2017;7337000;microempresarial
Femenino;comercio;restaurante;barrio caicedo;2;9.0;24/01/2018;5000000;microempresarial
Femenino;comercio;Variedades;villa hermosa;2;8.0;4/12/2017;7000000;microempresarial
Femenino;servicio;tienda;buenos aires;2;9.0;21/07/2017;7000000;microempresarial
Masculino;comercio;variedades;manrique central no. 1;3;4.0;19/06/2019;3500000;microempresarial
Femenino;servicio;Restaurante;manrique central no. 2;1;3.0;14/02/2018;7800000;microempresarial
Masculino;comercio;variedades;la milagrosa;2;9.0;30/08/2017;5000000;microempresarial
Femenino;industria;fabrica de ;enciso;2;8.0;16/04/2018;2500000;MICROEMPRESARIAL
Femenino;industria;fabrica de calzado;belencito;2;13.0;25/04/2017;7000000;microempresarial
Femenino;industria;fotografia;pedregal;3;6.0;20/05/2019;1500000;microempresarial
Femenino;comercio;tienda;cabecera san cristobal;2;60.0;25/05/2018;7000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;30/09/2016;6890000;microempresarial
Masculino;industria;fabrica de ;la colina;2;15.0;8/06/2017;$ 7,300,000.00;microempresarial
Femenino;servicio;recreativo-educativo;fuente clara;2;7.0;19/11/2016;20000000;Juridica Y Cap.Semilla
Femenino;comercio;variedades;doce de octubre no. 1;2;6.0;8/05/2017;3000000;microempresarial
Femenino;servicio;papeleria;cabecera san antonio ;3;80.0;7/10/2016;5000000;microempresarial
Femenino;comercio;variedades;loreto;3;9.0;5/10/2017;2000000;microempresarial
Masculino;comercio;miscelanea;san javier no.1;2;13.0;9/03/2018;1000000;microempresarial
Femenino;comercio;variedades;lopez de mesa;3;7.0;18/10/2018;7500000;microempresarial
Femenino;comercio;tienda naturista;santa ines;3;3.0;8/07/2016;$ 6,890,000.00;microempresarial
